"DISTR.1" "BLACK" "NBHISP" "GRADE" "SLFHLTH" "SLFWGHT" "WORKHARD" "GOODQUAL" "PHYSFIT" "PROUD" "LIKESLF" "ACCEPTED" "FEELLOVD" "DIET" "DISTR.2"
"2918" 0.47 0 1 8 2 4 2 2 2 2 3 2 1 0 0.62
"2919" 0 0 0 11 1 3 1 1 1 1 1 1 1 0 0.02
"2920" 1.16 1 0 9 3 4 3 2 3 2 2 4 2 1 0.89
"2921" 0.47 0 0 9 4 3 4 2 3 2 3 4 2 0 0.19
"2922" 1.26 0 1 11 3 2 4 2 4 2 3 3 3 0 0.79
"2923" 1.37 0 1 8 2 3 2 1 1 1 2 2 1 0 1.26
"2924" 1.21 1 0 11 2 4 2 1 2 2 2 2 2 0 0.45
"2925" 0.79 0 0 9 1 3 2 1 1 1 1 1 3 0 1.24
"2926" 0.37 0 0 7 1 3 1 2 2 2 2 1 1 0 0.23
"2927" 0.21 0 0 8 1 3 3 2 2 3 2 3 4 0 0.22
"2928" 1.21 0 1 9 2 3 4 2 2 3 4 4 3 0 1.45
"2929" 0.79 0 0 11 2 5 2 2 3 2 3 2 2 1 0.81
"2930" 0.37 0 0 11 2 4 2 1 3 1 2 2 1 0 0.34
"2931" 1.05 1 0 9 1 3 2 4 4 2 3 2 2 0 0.56
"2932" 0.68 0 0 8 3 4 4 3 5 3 4 5 5 0 1.06
"2933" 0.26 0 0 11 3 3 2 2 3 2 2 1 1 0 0.17
"2934" 0.84 1 0 7 4 4 2 2 3 1 2 2 1 0 0.83
"2935" 1.21 0 0 7 3 3 2 2 2 2 2 2 2 0 0.39
"2936" 0.26 0 1 10 2 4 1 2 1 1 2 1 1 1 0.37
"2937" 0.63 0 0 10 3 4 1 2 2 1 1 3 1 0 0.68
"2938" 0.32 1 0 10 2 5 1 2 2 2 1 2 1 0 0.46
"2939" 0.11 0 0 10 2 2 2 1 1 1 2 1 1 0 0.08
"2940" 1.74 0 0 9 4 2 4 4 4 5 5 5 5 0 1.82
"2941" 0.84 0 0 10 4 3 1 2 2 3 2 1 1 0 1.05
"2942" 0.63 1 0 9 1 2 1 1 1 1 1 1 1 0 0.46
"2943" 1.42 1 0 11 4 4 2 1 4 2 1 4 2 0 1.72
"2944" 0.11 0 0 11 2 3 3 2 2 2 1 1 2 0 0.17
"2945" 0.63 1 0 8 1 5 2 1 2 1 2 2 2 1 0.24
"2946" 0.53 0 0 9 2 3 2 2 2 3 2 5 3 0 0.42
"2947" 1.05 0 1 10 2 2 3 2 3 3 1 2 2 0 0.86
"2948" 1.58 0 0 9 1 4 4 2 2 2 4 2 2 0 0.43
"2949" 1.53 0 1 10 4 5 2 1 4 1 4 2 2 1 1.13
"2950" 0.79 0 1 8 3 3 4 2 4 2 3 2 2 0 0.62
"2951" 0.53 0 0 11 1 4 1 2 3 3 4 3 1 0 0.2
"2952" 0.47 1 0 10 3 3 2 2 4 2 3 3 2 1 0.33
"2953" 0.21 0 0 8 3 3 3 1 2 1 1 2 1 0 0.18
"2954" 0.74 0 1 10 1 3 3 2 2 2 2 4 2 0 0.98
"2955" 1.05 0 1 9 1 3 2 1 3 2 2 5 2 0 1.44
"2956" 0.84 1 0 11 2 4 3 1 2 1 1 2 1 1 0.63
"2957" 0.16 0 0 7 3 4 1 2 5 2 4 3 5 0 1.02
"2958" 0.68 1 0 9 5 3 2 1 2 2 2 2 1 0 1.31
"2959" 0.68 0 0 11 2 4 2 2 2 1 1 3 2 0 0.43
"2960" 1.26 1 0 9 2 2 3 1 1 1 1 1 1 0 1.43
"2961" 0.32 0 0 8 2 4 2 2 1 2 2 2 2 0 0.23
"2962" 0.58 0 0 11 1 3 1 1 1 1 2 1 1 0 0.27
"2963" 0.16 1 0 10 3 3 2 1 2 1 1 1 1 1 0.15
"2964" 0.53 0 0 11 2 4 1 1 2 1 2 1 1 0 0.33
"2965" 0.42 0 0 11 3 3 2 2 2 2 1 1 1 0 0.14
"2966" 0.11 0 0 9 3 4 3 1 2 1 1 2 1 1 0.14
"2967" 0.95 0 0 8 4 4 2 3 5 3 4 5 3 0 1.71
"2968" 0.79 1 0 7 2 4 2 1 2 1 1 1 1 0 0.55
"2969" 0.42 0 0 9 2 3 2 1 2 1 1 2 1 0 0.37
"2970" 0.11 1 0 7 2 4 2 1 4 1 1 2 1 0 0.1
"2971" 0.16 0 0 11 2 5 2 2 2 2 2 2 2 1 0.49
"2972" 0.11 1 0 9 1 3 1 1 1 1 1 1 1 0 0.27
"2973" 0.68 0 1 11 1 4 4 2 3 2 2 2 1 0 0.28
"2974" 0.11 0 0 8 2 5 2 2 3 3 4 3 2 1 0.33
"2975" 1.11 1 0 8 1 4 3 2 2 2 3 3 2 0 0.26
"2976" 0.53 0 1 9 2 4 2 1 1 2 2 1 2 1 0.69
"2977" 0.53 0 0 11 4 3 2 3 5 2 1 3 3 0 0.77
"2978" 1.11 1 0 11 3 3 1 1 2 1 1 1 1 0 0.76
"2979" 0.11 0 0 10 3 3 1 2 2 2 2 1 1 0 0.2
"2980" 0.21 0 1 7 3 4 2 2 5 3 4 4 3 1 1.16
"2981" 0.42 1 0 10 2 3 1 2 2 1 1 2 1 0 0.23
"2982" 0.89 0 0 8 4 4 2 2 3 2 3 2 2 0 0.9
"2983" 0.32 0 0 9 2 4 2 2 2 2 2 3 2 1 0.43
"2984" 0.32 0 0 8 2 5 1 1 1 1 1 1 1 1 1.17
"2985" 0.63 0 0 8 1 2 4 1 1 1 2 1 1 0 0.38
"2986" 0.47 1 0 8 1 3 2 2 2 1 2 2 1 0 0.77
"2987" 0.53 0 1 10 2 3 2 2 2 1 1 1 1 0 0.41
"2988" 1.05 0 1 11 2 4 2 1 2 2 3 1 2 1 0.95
"2989" 1 0 1 10 4 5 2 2 5 2 4 4 3 1 0.95
"2990" 0.26 0 0 11 1 2 3 2 3 3 4 2 3 0 0.26
"2991" 1.42 0 0 9 2 3 1 1 1 1 2 1 2 0 1.24
"2992" 0.21 0 0 10 2 3 3 1 3 1 2 2 1 0 0.27
"2993" 0.11 0 0 11 3 3 1 2 2 2 2 2 1 0 0.04
"2994" 0.74 0 0 8 1 3 3 1 2 1 2 2 1 0 0.34
"2995" 0.58 0 1 7 2 3 2 1 2 2 1 3 1 0 0.35
"2996" 0.42 1 0 10 4 4 2 2 3 2 2 4 3 0 0.65
"2997" 0.47 0 0 8 1 4 1 2 2 2 2 2 1 0 0.23
"2998" 0.16 1 0 10 2 3 1 2 1 1 1 1 1 1 0.26
"2999" 0.95 1 0 9 4 3 2 2 3 3 3 5 5 0 0.09
"3000" 0.37 1 0 7 2 4 1 1 2 3 2 3 3 0 0.69
"3001" 0.42 0 0 10 2 3 2 1 1 1 1 1 1 0 0.32
"3002" 1 0 0 10 4 4 2 3 4 3 2 5 4 0 0.89
"3003" 0.58 0 0 8 2 2 2 1 1 1 1 2 1 0 0.51
"3004" 1.21 0 0 8 3 4 2 1 2 2 1 2 1 0 0.7
"3005" 0.84 0 0 9 1 3 2 2 2 2 3 2 3 0 1.08
"3006" 0.37 1 0 10 4 3 1 2 3 2 2 3 2 0 0.23
"3007" 0.21 0 0 10 3 4 2 3 3 3 3 4 3 1 0.01
"3008" 0.42 0 0 9 2 3 2 2 2 2 1 2 1 0 1.45
"3009" 0.68 1 0 9 2 5 1 2 3 2 3 3 2 0 1.18
"3010" 1 1 0 10 1 4 3 2 2 2 2 2 2 0 0.27
"3011" 0.32 0 0 7 1 3 2 1 2 1 1 3 1 0 0.27
"3012" 0.68 0 0 10 2 3 1 1 2 1 1 1 1 0 0.6
"3013" 0.32 0 0 11 3 3 2 3 2 3 3 3 2 0 0.52
"3014" 0.21 0 0 9 3 3 2 2 2 2 2 2 2 0 0.09
"3015" 1.05 0 0 11 3 3 2 3 3 2 3 1 3 0 0.95
"3016" 0.21 0 0 8 1 2 2 2 2 1 2 2 2 0 0.26
"3017" 0.89 0 0 11 1 3 1 2 2 1 2 1 2 0 0.43
"3018" 1.37 0 0 11 3 3 3 2 2 2 3 2 1 0 0.6
"3019" 0.89 0 0 11 1 4 2 1 4 1 2 2 1 0 0.06
"3020" 0.11 0 0 8 3 4 1 1 2 1 1 1 2 0 0.23
"3021" 0.42 0 1 11 1 1 4 1 2 1 1 1 1 0 0.36
"3022" 0.26 0 0 10 2 3 3 2 2 2 2 2 2 0 0.77
"3023" 0.63 0 1 11 3 3 2 2 2 1 3 2 2 0 1.02
"3024" 0.47 0 0 9 2 3 2 2 3 2 2 3 2 0 0.34
"3025" 1.16 1 0 9 3 4 1 2 3 2 3 4 2 1 1.28
"3026" 0.58 0 0 10 3 3 2 2 3 1 2 1 1 0 0.45
"3027" 0.42 1 0 11 2 3 3 1 2 1 1 2 1 0 0.28
"3028" 0.42 0 1 9 4 3 3 2 4 3 5 2 3 0 2.41
"3029" 0.47 0 0 10 3 4 2 1 4 2 2 4 2 1 0.65
"3030" 1.32 0 1 7 3 4 3 3 3 2 3 4 3 0 0.47
"3031" 0.37 0 0 7 1 4 4 2 2 2 4 2 2 0 0.83
"3032" 1.32 0 1 9 3 4 3 2 3 3 4 4 2 1 1.56
"3033" 0.42 0 0 8 1 3 2 2 2 1 1 1 1 0 0.42
"3034" 0.11 1 0 10 1 2 1 1 1 1 3 1 1 0 0.19
"3035" 0.32 0 0 7 2 2 3 1 1 1 1 1 1 0 0.39
"3036" 0.21 0 1 11 2 3 1 1 1 2 1 2 1 0 0.41
"3037" 0.58 0 1 10 1 2 3 1 2 1 1 2 1 0 0.48
"3038" 0.53 0 0 8 3 3 3 1 2 2 3 2 2 0 0.05
"3039" 0.74 0 0 8 3 3 3 2 2 2 2 2 2 0 1.4
"3040" 0.26 0 0 7 1 3 2 1 1 1 2 1 1 0 0.18
"3041" 0.53 0 1 11 3 3 3 2 4 2 2 4 2 0 1.27
"3042" 1.26 0 1 11 3 4 2 2 4 2 3 3 2 0 0.86
"3043" 0.74 1 0 11 1 3 4 2 2 2 2 3 2 0 0.51
"3044" 0.53 0 0 9 4 4 1 2 2 2 2 2 2 0 0.32
"3045" 1.11 0 0 10 2 3 2 2 3 2 4 4 5 0 1.76
"3046" 0.79 1 0 9 2 3 2 2 2 2 2 2 2 0 0.05
"3047" 0.42 0 1 10 2 5 2 2 2 4 2 2 2 0 0.56
"3048" 0.26 0 0 7 3 3 3 3 4 3 2 2 2 0 0.43
"3049" 1.47 0 0 7 1 5 3 2 2 2 2 2 2 0 1.07
"3050" 0.42 0 1 10 1 2 4 2 3 2 3 3 2 0 0.73
"3051" 0.47 0 0 11 1 2 2 2 2 2 1 2 1 0 1.09
"3052" 0.21 0 0 9 2 3 3 2 2 2 2 2 2 0 0.37
"3053" 1.63 0 0 8 3 5 2 2 3 2 2 3 2 1 0.89
"3054" 0.79 0 0 9 3 4 2 3 4 3 4 4 3 1 1.24
"3055" 0.37 1 0 7 2 2 1 1 2 2 2 2 2 0 0.57
"3056" 0.21 0 0 8 4 4 2 1 3 1 2 2 1 0 0.28
"3057" 0.37 1 0 11 3 3 2 1 2 1 1 2 2 0 0.28
"3058" 1.16 1 0 10 4 5 1 1 3 1 2 2 1 1 0.66
"3059" 1.84 0 0 11 5 4 3 2 4 3 4 4 3 1 1.21
"3060" 0.63 0 0 11 3 4 1 2 2 2 1 3 3 1 0.22
"3061" 0.21 1 0 8 1 5 3 1 3 1 2 2 2 1 0.06
"3062" 0.37 0 0 11 5 5 2 1 4 1 2 2 1 0 0.31
"3063" 0.58 0 0 9 4 4 2 2 3 1 2 2 1 0 0.6
"3064" 0 0 1 11 1 2 1 1 1 1 1 1 1 0 0.06
"3065" 0.84 1 0 10 2 4 2 2 2 2 2 2 1 1 0.83
"3066" 0.47 0 1 10 2 4 2 2 2 2 2 1 2 1 0.22
"3067" 0.47 0 0 9 2 4 2 2 3 2 2 2 2 1 0.32
"3068" 1.16 0 1 10 2 4 3 1 2 2 2 2 2 0 0.42
"3069" 0.68 0 0 7 3 3 3 2 4 2 2 3 2 0 0.55
"3070" 0.53 0 0 11 2 2 2 2 2 3 3 2 2 0 0.42
"3071" 0.21 0 0 10 4 4 1 2 3 2 4 2 1 0 0.64
"3072" 1.32 1 0 8 3 5 3 1 3 2 1 2 2 0 1.42
"3073" 0.42 0 0 9 1 3 4 1 1 2 4 1 2 0 0.37
"3074" 1.42 0 0 10 4 4 1 3 2 1 3 1 2 1 0.95
"3075" 0.47 0 1 8 2 3 2 2 2 2 3 2 2 1 0.79
"3076" 0.32 1 0 7 3 4 2 1 2 1 1 1 1 0 0.33
"3077" 0.32 0 0 9 2 3 1 1 2 2 1 2 2 0 0.36
"3078" 0.32 0 0 11 3 4 2 2 2 1 1 1 1 1 0.53
"3079" 1.16 1 0 8 3 3 1 2 1 2 4 1 2 0 2.07
"3080" 0.68 0 1 10 3 4 2 2 3 2 3 2 2 0 0.47
"3081" 0.53 0 0 11 2 3 2 1 1 2 2 2 2 0 1.89
"3082" 0.26 1 0 7 2 3 3 2 1 2 4 2 1 0 0.49
"3083" 0.89 1 0 9 3 4 2 2 1 2 1 2 2 0 1.77
"3084" 0.42 1 0 11 2 3 5 2 3 2 1 2 1 0 0.15
"3085" 1.61 1 0 7 2 2 2 2 1 2 2 4 2 0 1.19
"3086" 0.11 1 0 8 1 3 2 1 1 1 1 1 1 0 0.08
"3087" 0.32 0 0 8 1 3 2 2 3 2 2 2 1 0 0.19
"3088" 0.21 0 0 11 2 3 2 2 2 2 2 2 1 0 0.25
"3089" 0.58 0 1 11 4 4 2 1 3 1 1 2 1 0 0.36
"3090" 0.32 1 0 8 2 3 1 2 3 2 2 2 1 0 0.03
"3091" 0.63 0 0 7 2 3 1 2 2 2 1 2 3 0 0.61
"3092" 0.89 0 0 11 1 3 1 2 1 2 2 2 1 0 1.42
"3093" 1.05 0 0 10 1 4 1 1 2 1 2 2 1 0 0.62
"3094" 0.74 0 0 9 3 3 2 2 3 2 2 2 2 0 0.35
"3095" 1 0 0 9 3 4 2 1 1 1 2 2 1 0 1.51
"3096" 0.32 0 0 8 2 3 2 2 2 1 2 1 1 0 0.64
"3097" 0.16 0 1 11 1 3 1 1 1 1 1 1 1 0 0.18
"3098" 0.42 0 0 11 1 4 2 2 2 2 2 3 2 0 0.04
"3099" 0.68 0 0 9 2 3 1 2 2 2 2 3 2 0 2.16
"3100" 1.42 0 1 7 1 4 3 2 2 2 1 4 2 0 0.8
"3101" 0.63 0 1 9 2 4 4 2 4 2 4 3 2 0 0.38
"3102" 0.32 1 0 8 4 3 1 1 1 1 1 2 1 0 0.51
"3103" 0.26 0 0 11 4 4 3 2 3 2 2 4 3 0 0.64
"3104" 0.42 0 0 10 1 3 1 1 2 1 2 3 2 1 0.43
"3105" 1.05 0 0 9 2 4 2 2 2 3 4 3 3 0 0.88
"3106" 1 0 0 11 3 4 1 1 3 1 3 2 2 1 0.88
"3107" 1.11 0 0 10 2 3 4 2 1 2 4 2 2 0 0.93
"3108" 0.32 0 0 10 2 3 2 2 2 1 2 2 2 0 0.31
"3109" 0.89 1 0 9 3 3 2 2 2 1 1 2 2 0 0.8
"3110" 0.26 1 0 7 1 2 2 2 1 1 1 1 2 0 0.18
"3111" 1.11 0 1 11 3 5 3 2 4 2 3 2 2 0 0.9
"3112" 0.79 0 0 11 2 4 1 1 2 1 1 1 1 0 0.64
"3113" 0.42 0 0 9 2 4 2 1 2 1 3 1 1 1 0.28
"3114" 0.79 0 0 11 3 2 2 2 2 2 2 2 2 0 1.09
"3115" 1 1 0 11 4 4 2 2 2 2 1 3 2 0 0.56
"3116" 0.74 0 0 10 2 4 1 3 3 4 4 4 5 0 0.36
"3117" 0.37 0 0 9 2 3 2 1 2 2 3 1 2 0 0.52
"3118" 0.84 0 0 11 3 3 2 2 1 1 1 2 1 0 0.25
"3119" 0.53 0 1 9 3 3 2 2 3 3 1 4 2 0 1.82
"3120" 0.32 0 0 9 2 3 3 1 2 1 2 2 2 0 0.27
"3121" 1.53 0 1 11 3 3 2 2 3 2 2 1 2 0 1.13
"3122" 1 0 0 9 3 4 1 2 2 1 2 2 1 1 0.93
"3123" 0.84 0 0 9 2 3 3 2 2 2 3 2 2 0 0.97
"3124" 0.74 0 0 10 2 4 2 2 3 2 2 2 2 0 2.07
"3125" 0.58 0 0 11 3 5 3 2 3 2 3 3 2 1 1.04
"3126" 0.89 0 0 10 2 4 2 2 2 2 2 4 2 1 0.77
"3127" 0.37 0 0 11 2 3 1 2 2 2 2 2 2 0 0.65
"3128" 1.21 0 0 8 2 4 2 1 2 1 2 2 1 0 0.96
"3129" 0.32 0 0 10 3 2 2 2 3 2 2 3 2 0 0.47
"3130" 0.11 1 0 10 1 3 2 1 1 1 1 1 1 0 0.51
"3131" 0.74 0 1 11 2 3 2 2 2 1 1 1 1 1 0.92
"3132" 0.53 1 0 11 3 4 1 2 4 2 1 2 1 0 0.52
"3133" 0.26 0 0 8 1 3 2 2 2 1 1 1 2 0 0.22
"3134" 0.95 0 0 8 2 3 3 2 1 2 2 1 1 1 0.71
"3135" 0.05 0 0 7 1 3 2 1 3 1 1 3 2 0 0.37
"3136" 0.89 1 0 11 2 5 1 1 2 1 2 2 1 1 0.59
"3137" 0.84 0 0 10 2 3 2 2 2 2 3 3 1 0 1.31
"3138" 0.74 0 0 7 2 3 2 2 1 2 2 2 2 0 0.6
"3139" 0.53 1 0 10 2 3 2 2 2 2 1 2 1 0 1.18
"3140" 1.11 0 0 8 2 2 2 5 1 5 2 4 5 0 1.89
"3141" 0.47 0 0 11 2 3 1 2 2 2 1 3 2 0 1.06
"3142" 0.68 1 0 11 3 3 2 2 2 2 2 2 1 0 0.53
"3143" 1.05 0 0 11 2 3 3 2 4 2 3 2 1 0 0.78
"3144" 0.16 0 0 10 2 5 3 2 3 2 1 4 2 0 0.29
"3145" 0.21 1 0 8 1 3 2 2 2 1 1 1 2 0 0.51
"3146" 0.11 0 0 8 3 3 2 2 3 2 2 3 2 0 0.21
"3147" 0.42 0 0 8 1 3 1 1 2 1 2 1 1 0 0.42
"3148" 0.26 1 0 8 3 4 3 2 4 2 3 2 2 1 0.38
"3149" 0.37 0 0 10 4 4 2 2 4 2 2 4 2 0 0.86
"3150" 0.63 0 0 7 3 3 2 2 2 2 3 2 2 0 0.59
"3151" 1.16 0 1 7 3 3 2 2 1 2 2 3 3 0 1.31
"3152" 0.21 1 0 7 2 3 3 2 2 3 1 2 2 0 0
"3153" 0.42 1 0 9 2 4 3 2 2 2 1 2 2 0 0.19
"3154" 0.53 0 0 9 1 3 1 1 2 1 1 1 1 0 0.42
"3155" 0.84 0 0 7 4 3 4 2 4 2 2 1 2 0 1.1
"3156" 0.53 1 0 8 3 3 2 2 2 2 2 3 2 0 1.53
"3157" 0.47 0 0 9 2 3 3 2 3 3 2 2 2 0 0.26
"3158" 1.84 0 0 9 4 2 3 3 4 4 3 3 3 0 1.6
"3159" 0.47 0 0 9 1 3 2 2 1 3 2 1 2 0 1
"3160" 1.37 0 1 9 4 2 3 1 2 2 2 2 2 0 1.5
"3161" 0.21 0 0 11 2 3 2 1 1 1 2 2 2 0 0.24
"3162" 0.26 0 0 8 2 3 4 2 3 2 4 3 3 0 0.28
"3163" 1 0 0 10 2 4 2 2 2 3 5 3 2 1 0.69
"3164" 0.79 0 0 10 2 2 4 2 1 1 2 1 1 0 1.32
"3165" 1 0 0 11 3 3 2 1 2 2 2 1 2 0 0.89
"3166" 0.58 0 0 11 2 3 2 2 2 1 2 2 2 0 0.23
"3167" 1.16 0 0 11 1 3 1 2 2 1 1 1 1 0 0.54
"3168" 0.74 0 1 10 1 3 2 1 1 1 2 1 2 1 0.2
"3169" 1.11 0 0 7 1 3 1 2 2 2 2 3 3 0 0.02
"3170" 0.42 1 0 7 1 3 1 1 1 1 1 1 1 0 0.42
"3171" 0.47 0 0 9 1 5 2 1 2 1 2 2 1 1 0.73
"3172" 1.32 0 0 9 3 3 4 3 3 2 3 3 2 0 0.24
"3173" 0.95 0 0 8 2 2 2 2 1 2 4 2 2 0 1.02
"3174" 0.42 0 0 8 3 4 2 1 2 1 1 1 1 0 0.3
"3175" 1.11 0 0 10 2 3 3 3 4 3 3 3 2 1 1.25
"3176" 0.05 0 0 7 2 3 3 1 1 1 1 1 1 0 0
"3177" 0.26 0 0 9 2 3 2 2 2 2 2 5 4 0 0.65
"3178" 0.21 1 0 11 2 3 2 1 2 2 2 4 2 0 0.63
"3179" 0.16 0 0 11 1 3 2 1 2 1 1 2 1 0 0.08
"3180" 0.68 0 1 11 2 3 1 2 2 1 1 1 1 1 0.2
"3181" 0 0 1 11 1 3 1 1 2 1 1 1 1 0 0.04
"3182" 0.74 0 1 9 3 3 1 2 3 2 2 2 3 0 0.48
"3183" 0.95 1 0 7 2 3 3 2 2 2 4 3 4 0 0.45
"3184" 0.32 1 0 7 2 3 2 1 2 1 1 1 1 0 0.09
"3185" 1.63 0 0 9 2 2 3 3 2 3 3 4 3 0 0.67
"3186" 0.95 1 0 10 2 4 1 2 2 2 2 2 1 1 0.46
"3187" 0.37 0 0 7 1 4 2 1 2 1 1 2 1 0 0.17
"3188" 1.11 0 0 10 1 4 1 2 2 1 2 2 2 0 1.23
"3189" 0.74 0 0 10 1 3 1 2 1 1 2 2 1 0 0.8
"3190" 0.11 0 1 9 1 3 1 1 1 1 1 1 1 0 0.56
"3191" 0.21 0 0 11 3 3 2 1 2 1 3 1 1 0 0.02
"3192" 1.05 0 0 10 1 2 1 3 2 2 3 2 2 0 1.45
"3193" 0.68 0 0 11 2 4 1 2 2 1 2 1 1 0 1.15
"3194" 0.42 0 0 9 1 3 1 1 1 2 1 2 2 1 0.19
"3195" 0.84 0 0 9 2 4 1 1 2 1 1 1 1 1 0.61
"3196" 0.74 0 0 8 2 2 3 2 3 1 1 2 2 0 0.88
"3197" 0.32 0 0 8 3 3 2 1 2 1 1 2 2 0 0.82
"3198" 0.68 0 0 10 3 3 1 2 2 3 1 4 3 0 0.82
"3199" 1.21 1 0 11 3 3 2 2 3 3 4 2 2 0 0.68
"3200" 0.42 0 1 7 1 4 1 2 3 1 2 2 1 0 0.83
"3201" 0.68 1 0 8 3 4 2 2 2 3 3 4 3 1 2.16
"3202" 0.16 0 0 8 1 3 2 1 2 1 1 1 1 0 0.02
"3203" 0.42 0 0 9 4 3 2 2 2 2 2 2 2 0 0.44
"3204" 0.42 0 0 9 4 3 2 2 3 2 2 1 1 0 0.32
"3205" 0.79 0 0 7 3 2 3 1 2 2 1 4 2 0 0.55
"3206" 0.84 0 0 7 2 3 2 2 2 2 2 4 2 0 0.25
"3207" 0.58 0 0 10 2 2 2 2 3 2 2 4 2 0 0.45
"3208" 0.47 1 0 10 4 2 3 3 3 2 1 4 4 0 1.12
"3209" 0.53 0 0 8 2 2 2 1 2 2 2 1 2 0 0.54
"3210" 0.37 0 0 9 1 4 1 2 2 2 2 2 1 0 0.64
"3211" 0.21 1 0 7 3 3 2 1 1 1 1 1 1 1 0.28
"3212" 0.37 0 1 11 3 4 3 2 3 1 2 2 1 1 0.25
"3213" 0.47 0 0 7 2 2 5 2 3 1 1 1 2 0 2.1
"3214" 1.32 0 1 7 2 4 3 2 4 2 4 3 2 0 2.05
"3215" 0.74 0 0 11 3 3 2 1 4 2 4 2 2 1 0.6
"3216" 0.79 1 0 8 3 3 2 1 4 2 2 4 2 0 1.03
"3217" 0.33 0 0 8 2 3 1 2 2 3 2 3 3 0 0.08
"3218" 1.26 0 1 11 3 4 2 2 4 2 3 5 3 1 1.33
"3219" 0.21 0 0 7 1 3 2 1 2 1 2 2 1 0 0.21
"3220" 0.37 0 0 7 1 3 3 2 2 1 2 1 2 0 0.48
"3221" 0.05 0 0 10 2 4 1 2 3 2 2 3 2 0 0.29
"3222" 0.63 0 0 10 1 3 2 2 2 2 3 2 2 0 0.47
"3223" 0.37 0 0 8 3 2 4 2 2 2 1 3 2 1 2.25
"3224" 0.32 0 0 7 2 3 1 2 2 2 2 1 1 0 0.09
"3225" 1.26 1 0 10 4 4 2 2 5 3 4 4 2 0 2.49
"3226" 0.11 0 0 10 2 4 2 2 2 1 1 2 2 0 0.4
"3227" 0.26 0 0 7 1 4 3 1 1 1 1 2 1 0 0.23
"3228" 0.32 1 0 7 2 3 2 1 1 1 1 1 1 0 0.67
"3229" 0.79 0 1 10 1 3 1 1 2 1 2 1 1 0 0.45
"3230" 0.95 0 0 10 1 3 1 2 3 2 3 2 2 0 0.75
"3231" 0.84 0 0 7 2 4 1 2 3 3 5 4 3 0 0.35
"3232" 1 1 0 10 2 2 2 2 2 3 2 3 3 0 2.02
"3233" 0.53 0 0 7 2 4 2 2 2 1 2 2 1 0 0.03
"3234" 0.84 0 0 10 2 3 1 3 2 3 4 2 3 0 0.59
"3235" 0.79 0 0 10 3 4 2 2 3 3 4 4 3 0 1.03
"3236" 1.16 0 1 7 3 3 3 3 5 4 5 4 4 0 1.87
"3237" 1.21 1 0 11 3 3 2 2 3 2 2 4 3 0 0.46
"3238" 0.68 1 0 11 2 3 1 2 1 1 1 2 2 0 0.32
"3239" 0.58 0 0 7 4 3 1 2 2 1 1 1 2 0 0.35
"3240" 0.32 0 0 7 1 4 1 1 2 1 1 2 1 1 0.1
"3241" 1.63 1 0 9 3 4 1 3 4 1 3 4 3 0 1.36
"3242" 0.63 0 0 9 3 3 2 2 3 2 2 2 2 1 0.02
"3243" 0.68 1 0 8 2 4 3 1 2 1 2 1 1 0 0.93
"3244" 0.26 0 0 11 3 3 3 2 2 2 1 2 2 0 0.42
"3245" 0.79 0 0 10 3 4 2 2 2 2 3 3 2 1 0.54
"3246" 2.26 1 0 10 4 4 4 2 3 2 4 3 3 0 1.92
"3247" 0.26 0 0 7 3 4 2 1 3 1 3 2 1 1 0.43
"3248" 0.21 1 0 11 3 3 2 2 2 1 2 1 1 0 0.21
"3249" 0.21 0 0 10 2 4 2 2 3 2 2 3 4 0 0.42
"3250" 1.11 1 0 9 1 3 2 1 1 1 1 1 1 0 0.79
"3251" 0.58 1 0 11 3 3 1 2 2 1 2 2 2 0 0.48
"3252" 0.32 0 0 7 3 4 2 2 2 3 1 3 2 0 0.65
"3253" 0.47 0 0 8 3 4 2 2 2 2 2 2 1 0 0.27
"3254" 0.42 1 0 9 1 3 4 2 2 2 2 2 2 0 0.66
"3255" 0.89 0 1 11 3 4 3 2 2 2 1 2 1 1 0.64
"3256" 1.11 1 0 11 3 3 1 2 4 2 2 2 2 0 1.44
"3257" 0.42 0 0 7 1 3 2 1 2 1 1 2 1 0 0.39
"3258" 0.84 0 0 7 1 3 2 1 1 1 1 1 1 1 0.54
"3259" 0.84 0 0 10 3 3 4 2 3 2 3 3 1 0 0.77
"3260" 1.89 1 0 11 4 2 2 2 3 2 2 3 2 0 1.72
"3261" 1.74 0 0 9 3 4 4 1 4 1 4 3 1 1 0.95
"3262" 0.16 1 0 9 2 4 2 2 2 1 2 3 2 0 0.17
"3263" 0.16 1 0 8 1 2 2 2 2 1 1 1 1 0 0.3
"3264" 0.63 0 0 8 2 3 3 2 2 1 2 1 1 0 0.64
"3265" 0.42 0 0 11 2 3 3 1 1 2 3 3 4 0 0.93
"3266" 0.42 0 0 7 1 3 2 1 1 1 1 2 1 0 0.24
"3267" 1 0 0 9 3 3 2 2 3 3 2 1 1 0 1.62
"3268" 0.26 0 1 10 1 3 1 2 1 1 2 1 1 0 0.05
"3269" 1.47 0 1 11 1 3 1 3 3 3 4 2 3 0 1.56
"3270" 0.26 0 1 11 1 3 2 2 3 3 4 2 2 0 0.47
"3271" 0.84 0 0 8 3 4 2 1 2 1 2 1 1 1 0.35
"3272" 1.16 0 0 7 4 3 4 2 5 3 5 4 4 0 0.79
"3273" 0.16 0 0 9 1 3 2 2 2 2 2 2 2 0 0.31
